날짜,종가,오픈,고가,저가,거래량,변동 %
2008년 11월 19일,1016.82,1038.74,1038.74,994.57,404.61M,-1.87%
2008년 11월 18일,1036.16,1053.29,1075.68,1036.1,377.42M,-3.91%
2008년 11월 17일,1078.32,1074.33,1104.66,1050.4,413.38M,-0.91%
2008년 11월 14일,1088.26,1126.94,1129.4,1078.44,440.49M,-0.02%
2008년 11월 13일,1088.44,1074.75,1088.46,1040.34,566.76M,-3.15%
2008년 11월 12일,1123.86,1103.88,1143.18,1096.63,605.66M,-0.43%
2008년 11월 11일,1128.73,1133.34,1160.3,1114.5,600.73M,-2.06%
2008년 11월 10일,1152.46,1152.26,1165.57,1124.13,717.48M,1.58%
2008년 11월 07일,1134.49,1054.35,1134.5,1038.72,846.31M,3.87%
2008년 11월 06일,1092.22,1133.78,1140.85,1081.79,657.63M,-7.56%
2008년 11월 05일,1181.5,1184.92,1217.82,1159.67,790.19M,2.44%
2008년 11월 04일,1153.35,1135.53,1154.45,1114.41,603.57M,2.15%
2008년 11월 03일,1129.08,1117.13,1158.87,1109.32,568.25M,1.44%
2008년 10월 31일,1113.06,1083.14,1158.66,1061.46,864.75M,2.61%
2008년 10월 30일,1084.72,1036.83,1094.89,992.89,621.63M,11.95%
2008년 10월 29일,968.97,1047.48,1078.33,920.35,763.40M,-3.02%
2008년 10월 28일,999.16,916.85,1012.73,901.49,649.43M,5.57%
2008년 10월 27일,946.45,937.18,966.41,892.16,540.71M,0.82%
2008년 10월 24일,938.75,1051.58,1051.92,925.57,443.16M,-10.57%
2008년 10월 23일,1049.71,1089.57,1089.57,1028.5,401.51M,-7.48%
2008년 10월 22일,1134.59,1190.5,1195.28,1095.56,374.87M,-5.14%
2008년 10월 21일,1196.1,1223.75,1232.73,1181.88,389.19M,-0.95%
2008년 10월 20일,1207.63,1195.9,1211.09,1149.39,373.02M,2.28%
2008년 10월 17일,1180.67,1245.15,1245.15,1166.88,420.18M,-2.73%
2008년 10월 16일,1213.78,1258.38,1265.85,1205.14,409.09M,-9.44%
2008년 10월 15일,1340.28,1338.46,1353.44,1327.42,347.68M,-2.00%
2008년 10월 14일,1367.69,1342.31,1367.7,1339.86,460.91M,6.14%
2008년 10월 13일,1288.53,1272.95,1294.19,1252.44,384.72M,3.79%
2008년 10월 10일,1241.47,1248.53,1248.53,1178.51,461.33M,-4.13%
2008년 10월 09일,1294.89,1289.67,1324.36,1274.46,451.81M,0.64%
2008년 10월 08일,1286.69,1323.96,1334.34,1281.47,431.46M,-5.81%
2008년 10월 07일,1366.1,1340.92,1371.24,1321.81,349.57M,0.54%
2008년 10월 06일,1358.75,1389.68,1389.68,1351.72,312.41M,-4.29%
2008년 10월 02일,1419.65,1450.16,1458.68,1410.35,317.94M,-1.39%
2008년 10월 01일,1439.67,1453.4,1453.4,1429.57,314.22M,-0.58%
2008년 09월 30일,1448.06,1383.97,1448.06,1376.72,412.81M,-0.57%
2008년 09월 29일,1456.36,1491.11,1496.3,1449.33,365.88M,-1.35%
2008년 09월 26일,1476.33,1492.42,1498.74,1469.83,405.92M,-1.68%
2008년 09월 25일,1501.63,1487.73,1503.83,1469.23,419.07M,0.38%
2008년 09월 24일,1495.98,1479.04,1501.09,1472.31,498.53M,0.99%
2008년 09월 23일,1481.37,1447.9,1484.01,1445.5,470.35M,1.44%
2008년 09월 22일,1460.34,1472.08,1488.94,1457.1,354.33M,0.31%
2008년 09월 19일,1455.78,1441.31,1464.59,1435.72,468.69M,4.55%
2008년 09월 18일,1392.42,1385.47,1400.35,1366.88,413.39M,-2.30%
2008년 09월 17일,1425.26,1420.49,1441.24,1412.6,398.28M,2.70%
2008년 09월 16일,1387.75,1381.24,1401.79,1372.55,392.77M,-6.10%
2008년 09월 12일,1477.92,1468.41,1480.77,1463.58,311.74M,2.40%
2008년 09월 11일,1443.24,1459.69,1467.9,1439.38,363.00M,-1.48%
2008년 09월 10일,1464.98,1432.9,1466.26,1430.05,421.19M,0.72%
2008년 09월 09일,1454.5,1469.54,1469.54,1446.53,443.71M,-1.50%
2008년 09월 08일,1476.65,1437.59,1481.41,1437.59,399.13M,5.15%
2008년 09월 05일,1404.38,1394.39,1415.24,1393.33,298.48M,-1.55%
2008년 09월 04일,1426.43,1421.16,1436.62,1409.33,372.86M,-0.03%
2008년 09월 03일,1426.89,1403.89,1430.94,1396.13,367.10M,1.40%
2008년 09월 02일,1407.14,1418.26,1430.43,1392.55,373.37M,-0.52%
2008년 09월 01일,1414.43,1453.14,1456.69,1413.43,316.59M,-4.06%
2008년 08월 29일,1474.24,1488.25,1496.14,1470.87,242.10M,0.01%
2008년 08월 28일,1474.15,1503.26,1503.74,1473,216.13M,-1.32%
2008년 08월 27일,1493.92,1498.09,1498.38,1466.46,241.56M,0.25%
2008년 08월 26일,1490.25,1477.04,1502.33,1474.64,213.14M,-0.79%
2008년 08월 25일,1502.11,1505.13,1510.98,1496.63,198.26M,0.35%
2008년 08월 22일,1496.91,1508.67,1508.67,1477.55,226.29M,-1.04%
2008년 08월 21일,1512.59,1539.55,1540.45,1511.69,259.52M,-1.83%
2008년 08월 20일,1540.71,1531.87,1549.53,1524.87,243.67M,-0.05%
2008년 08월 19일,1541.41,1554.21,1554.92,1528.31,261.10M,-1.68%
2008년 08월 18일,1567.71,1579.13,1582.76,1561.57,260.76M,-0.28%
2008년 08월 14일,1572.19,1553.65,1578.3,1553.65,247.61M,0.61%
2008년 08월 13일,1562.72,1572.87,1581.46,1553.94,231.58M,-0.91%
2008년 08월 12일,1577.12,1581.1,1590.12,1570.88,251.63M,-0.25%
2008년 08월 11일,1581.09,1592.3,1597.31,1581.09,254.54M,0.79%
2008년 08월 08일,1568.72,1547.7,1573.18,1544.1,221.29M,0.30%
2008년 08월 07일,1564,1577.36,1582.51,1553.21,219.02M,-0.93%
2008년 08월 06일,1578.71,1567.3,1580.25,1560.88,276.65M,2.81%
2008년 08월 05일,1535.54,1540.32,1556.96,1533.43,244.78M,-0.49%
2008년 08월 04일,1543.05,1567.01,1571.23,1531.52,246.52M,-1.95%
2008년 08월 01일,1573.77,1578.55,1587.49,1562.29,231.18M,-1.31%
2008년 07월 31일,1594.67,1583.99,1600.15,1577.81,233.01M,1.08%
2008년 07월 30일,1577.7,1594.04,1595.84,1572.17,265.70M,0.67%
2008년 07월 29일,1567.2,1572.16,1573.62,1542.89,261.58M,-1.95%
2008년 07월 28일,1598.29,1609.57,1611.15,1588.56,252.28M,0.02%
2008년 07월 25일,1597.93,1595.28,1610.45,1589.48,266.62M,-1.73%
2008년 07월 24일,1626.14,1603.52,1627.87,1603.24,347.69M,2.16%
2008년 07월 23일,1591.76,1586.27,1598.89,1577.94,351.64M,1.96%
2008년 07월 22일,1561.23,1551.09,1563.75,1549,252.50M,-0.11%
2008년 07월 21일,1562.92,1530.68,1569.45,1530.05,296.05M,3.51%
2008년 07월 18일,1509.99,1542.73,1542.91,1504,304.14M,-1.02%
2008년 07월 17일,1525.56,1541.38,1546.84,1524.85,319.70M,1.20%
2008년 07월 16일,1507.4,1518.57,1529.87,1488.75,296.91M,-0.13%
2008년 07월 15일,1509.33,1550.95,1550.95,1506.41,297.85M,-3.16%
2008년 07월 14일,1558.62,1562.88,1581.7,1554.01,257.13M,-0.57%
2008년 07월 11일,1567.51,1543.01,1573.06,1526.67,326.55M,1.96%
2008년 07월 10일,1537.43,1498.78,1542.34,1495.44,354.19M,1.19%
2008년 07월 09일,1519.38,1557.07,1563.07,1519.05,328.76M,-0.92%
2008년 07월 08일,1533.47,1577.04,1577.04,1509.2,332.01M,-2.93%
2008년 07월 07일,1579.72,1568.25,1583.49,1560,250.03M,0.11%
2008년 07월 04일,1577.94,1604.47,1610.65,1574.6,246.97M,-1.78%
2008년 07월 03일,1606.54,1591.21,1616.65,1580.83,352.00M,-1.05%
2008년 07월 02일,1623.6,1665.52,1667.97,1607.88,335.99M,-2.57%
2008년 07월 01일,1666.46,1675.7,1681.45,1652.03,278.02M,-0.51%
2008년 06월 30일,1674.92,1682.86,1689.61,1671.11,261.91M,-0.57%
2008년 06월 27일,1684.45,1673.27,1685.88,1669.69,285.31M,-1.93%
2008년 06월 26일,1717.66,1717.57,1734.86,1714.38,328.76M,-0.01%
2008년 06월 25일,1717.79,1710.45,1717.81,1695.01,345.35M,0.41%
2008년 06월 24일,1710.84,1706.92,1717.23,1699.81,364.19M,-0.28%
2008년 06월 23일,1715.59,1705.61,1720.74,1694.79,303.20M,-0.89%
2008년 06월 20일,1731,1752.95,1755.6,1723.41,331.02M,-0.56%
2008년 06월 19일,1740.72,1756.36,1757.26,1731.51,401.51M,-1.88%
2008년 06월 18일,1774.13,1745.5,1775.11,1742.68,343.04M,1.34%
2008년 06월 17일,1750.71,1766.34,1767.5,1738.71,334.94M,-0.57%
2008년 06월 16일,1760.82,1763.86,1768.63,1755.55,375.41M,0.77%
2008년 06월 13일,1747.35,1753.67,1760.72,1730.25,402.04M,0.46%
2008년 06월 12일,1739.36,1755.9,1761.29,1739.36,379.81M,-2.37%
2008년 06월 11일,1781.67,1781.14,1786.98,1760.66,282.78M,0.41%
2008년 06월 10일,1774.38,1813.36,1814.06,1765.35,322.80M,-1.91%
2008년 06월 09일,1808.96,1787.9,1810.21,1785.16,249.28M,-1.27%
2008년 06월 05일,1832.31,1830.14,1832.82,1816.35,274.96M,-0.08%
2008년 06월 04일,1833.81,1821.3,1836.13,1813.12,235.89M,0.79%
2008년 06월 03일,1819.39,1832.31,1836.71,1814.5,258.92M,-1.52%
2008년 06월 02일,1847.53,1848.3,1853.5,1831.66,234.49M,-0.24%
2008년 05월 30일,1852.02,1846.98,1852.36,1833.42,287.61M,0.59%
2008년 05월 29일,1841.22,1819.33,1842.56,1819.33,298.97M,1.97%
2008년 05월 28일,1805.64,1835.38,1835.71,1802.01,299.61M,-1.07%
2008년 05월 27일,1825.23,1806.2,1825.48,1806.2,260.27M,1.37%
2008년 05월 26일,1800.58,1813.63,1820.74,1791.4,281.85M,-1.50%
2008년 05월 23일,1827.94,1836.42,1840.78,1826.16,299.06M,-0.41%
2008년 05월 22일,1835.42,1826.06,1836.63,1810.68,357.26M,-0.65%
2008년 05월 21일,1847.51,1848.97,1861.58,1844.95,315.98M,-1.37%
2008년 05월 20일,1873.15,1886.52,1889.85,1857.05,336.31M,-0.65%
2008년 05월 19일,1885.37,1893.54,1901.13,1875.05,356.00M,-0.19%
2008년 05월 16일,1888.88,1893.99,1899.57,1882.69,301.67M,0.17%
2008년 05월 15일,1885.71,1852.74,1886.95,1852.67,414.80M,2.28%
2008년 05월 14일,1843.75,1841.44,1848.02,1828.07,297.69M,0.05%
2008년 05월 13일,1842.8,1829.37,1842.8,1813.98,265.30M,1.05%
2008년 05월 09일,1823.7,1854.73,1854.73,1818.27,280.07M,-1.31%
2008년 05월 08일,1848,1831.17,1854.55,1830.46,319.21M,-0.32%
2008년 05월 07일,1854.01,1863.77,1868.09,1839.76,384.07M,-0.27%
2008년 05월 06일,1859.06,1849.81,1859.27,1843.36,303.69M,0.58%
2008년 05월 02일,1848.27,1851.64,1851.64,1843.14,267.83M,1.25%
2008년 04월 30일,1825.47,1808.74,1825.58,1803.49,244.97M,0.77%
2008년 04월 29일,1811.51,1829.01,1831.23,1803.08,272.36M,-0.64%
2008년 04월 28일,1823.17,1829.45,1831.84,1814.2,371.63M,-0.08%
2008년 04월 25일,1824.68,1809,1825.83,1809,328.04M,1.41%
2008년 04월 24일,1799.34,1808.88,1812.62,1794.64,497.25M,-0.08%
2008년 04월 23일,1800.79,1784.23,1809.02,1784.23,340.43M,0.74%
2008년 04월 22일,1787.49,1799.72,1803.35,1785.47,346.70M,-0.72%
2008년 04월 21일,1800.48,1793.19,1802.81,1791.4,299.02M,1.61%
2008년 04월 18일,1771.9,1772.89,1778.81,1762.94,237.57M,0.18%
2008년 04월 17일,1768.67,1782.51,1783.85,1765.59,265.02M,0.57%
2008년 04월 16일,1758.56,1757.83,1765.81,1753.79,286.33M,0.94%
2008년 04월 15일,1742.17,1749.29,1754.3,1734.13,238.47M,-0.26%
2008년 04월 14일,1746.71,1746.88,1755.28,1739.03,223.46M,-1.85%
2008년 04월 11일,1779.71,1768.13,1779.92,1759.29,272.36M,0.85%
2008년 04월 10일,1764.64,1745.6,1764.64,1735.78,214.92M,0.57%
2008년 04월 08일,1754.71,1770.98,1770.98,1749.64,267.23M,-1.06%
2008년 04월 07일,1773.56,1769.74,1786.57,1763.38,275.34M,0.40%
2008년 04월 04일,1766.49,1762.94,1768.06,1756.74,256.80M,0.16%
2008년 04월 03일,1763.63,1745.72,1765.53,1742.43,253.83M,1.23%
2008년 04월 02일,1742.19,1738.64,1743.54,1734.42,326.49M,2.35%
2008년 04월 01일,1702.25,1701.64,1717.83,1694.53,320.40M,-0.10%
2008년 03월 31일,1703.99,1705.17,1709.31,1685.19,291.72M,0.13%
2008년 03월 28일,1701.83,1671.06,1704.28,1670.89,350.47M,1.53%
2008년 03월 27일,1676.24,1671.98,1677.31,1660.45,257.89M,-0.20%
2008년 03월 26일,1679.67,1676.81,1681.91,1670.31,280.42M,0.28%
2008년 03월 25일,1674.93,1676.74,1680.77,1667.93,319.95M,1.19%
2008년 03월 24일,1655.3,1653.82,1663.57,1645.89,258.05M,0.58%
2008년 03월 21일,1645.69,1644.05,1645.78,1634.51,283.94M,1.37%
2008년 03월 20일,1623.39,1602.29,1624.48,1592.94,243.41M,0.07%
2008년 03월 19일,1622.23,1626.28,1632.68,1614.96,280.39M,2.11%
2008년 03월 18일,1588.75,1585.32,1590.28,1566.96,243.06M,0.91%
2008년 03월 17일,1574.44,1588.53,1588.53,1537.53,298.74M,-1.61%
2008년 03월 14일,1600.26,1637.78,1638.66,1578.45,297.67M,-0.95%
2008년 03월 13일,1615.62,1657.21,1657.21,1609.17,309.59M,-2.60%
2008년 03월 12일,1658.83,1685.44,1687.63,1658.17,325.28M,1.06%
2008년 03월 11일,1641.48,1605.31,1643.66,1602.35,279.83M,1.00%
2008년 03월 10일,1625.17,1634.42,1650.56,1621.4,318.10M,-2.33%
2008년 03월 07일,1663.97,1682.17,1682.17,1650.74,304.21M,-1.97%
2008년 03월 06일,1697.44,1681.39,1705.97,1680.11,359.69M,1.21%
2008년 03월 05일,1677.1,1680.63,1687.2,1667.87,263.58M,0.05%
2008년 03월 04일,1676.18,1677.1,1686.59,1665.1,278.57M,0.27%
2008년 03월 03일,1671.73,1676.3,1676.3,1657.79,237.09M,-2.33%
2008년 02월 29일,1711.62,1717.69,1721.85,1708.21,315.82M,-1.41%
2008년 02월 28일,1736.17,1726.08,1739.6,1713.25,257.44M,0.89%
2008년 02월 27일,1720.89,1725.96,1732.8,1715.81,306.57M,0.69%
2008년 02월 26일,1709.13,1724.55,1726.47,1704.5,283.72M,0.00%
2008년 02월 25일,1709.13,1701.75,1715,1701.64,299.19M,1.34%
2008년 02월 22일,1686.45,1687.63,1687.63,1670.69,281.41M,-1.05%
2008년 02월 21일,1704.36,1708.01,1713.64,1694.58,241.93M,0.97%
2008년 02월 20일,1687.91,1704.66,1718.15,1683.7,321.61M,-1.90%
2008년 02월 19일,1720.52,1717.1,1722.71,1708.93,362.83M,1.43%
2008년 02월 18일,1696.24,1701.75,1714.2,1681.02,374.01M,0.09%
2008년 02월 15일,1694.77,1672.39,1696.37,1668.41,485.52M,-0.16%
2008년 02월 14일,1697.45,1660.45,1697.45,1660.45,503.95M,4.02%
2008년 02월 13일,1631.78,1663.29,1663.95,1629.57,318.95M,-0.70%
2008년 02월 12일,1643.29,1653.6,1654.62,1641.05,291.25M,0.16%
2008년 02월 11일,1640.67,1648.51,1651.72,1633.46,234.30M,-3.29%
2008년 02월 05일,1696.57,1686.2,1697.99,1680.39,253.90M,0.38%
2008년 02월 04일,1690.13,1655.78,1696.56,1655.78,333.08M,3.40%
2008년 02월 01일,1634.53,1645.05,1648.97,1619.65,308.09M,0.61%
2008년 01월 31일,1624.68,1582.19,1630.12,1570.87,334.13M,2.24%
2008년 01월 30일,1589.06,1653,1653.2,1578.29,380.52M,-2.98%
2008년 01월 29일,1637.91,1657.9,1662.9,1622.52,275.31M,0.66%
2008년 01월 28일,1627.19,1668.07,1674.47,1620.9,259.31M,-3.85%
2008년 01월 25일,1692.41,1682.93,1692.66,1674.21,272.61M,1.77%
2008년 01월 24일,1663,1663.36,1675.69,1649,270.63M,2.12%
2008년 01월 23일,1628.42,1652.62,1659.28,1604.54,272.14M,1.21%
2008년 01월 22일,1609.02,1628.92,1636.06,1578.37,316.87M,-4.43%
2008년 01월 21일,1683.56,1723.95,1724.39,1673.42,286.06M,-2.95%
2008년 01월 18일,1734.72,1689.28,1737.42,1684.39,287.71M,0.65%
2008년 01월 17일,1723.55,1726.03,1732.64,1687.1,296.03M,1.09%
2008년 01월 16일,1704.97,1715.97,1735.51,1701.32,295.61M,-2.40%
2008년 01월 15일,1746.95,1781.53,1781.53,1723.14,295.55M,-1.07%
2008년 01월 14일,1765.88,1781,1790.69,1754.13,249.32M,-0.92%
2008년 01월 11일,1782.27,1844.57,1847.11,1776.26,280.82M,-2.33%
2008년 01월 10일,1824.78,1847.94,1855.07,1824.78,315.48M,-1.07%
2008년 01월 09일,1844.47,1802.06,1844.47,1794.15,277.67M,1.00%
2008년 01월 08일,1826.23,1838.64,1840.62,1818.69,296.57M,-0.27%
2008년 01월 07일,1831.14,1815.73,1840.99,1814.35,268.13M,-1.76%
2008년 01월 04일,1863.9,1853.54,1869.76,1824.41,299.08M,0.60%
2008년 01월 03일,1852.73,1834.44,1858.08,1821.61,253.67M,-0.04%
2008년 01월 02일,1853.45,1891.45,1892.5,1852.78,247.09M,-2.30%
2007년 12월 28일,1897.13,1892.56,1911.67,1890.81,229.42M,-0.60%
2007년 12월 27일,1908.62,1901.93,1915.19,1891.29,235.85M,0.10%
2007년 12월 26일,1906.72,1924.91,1926.09,1901.91,260.98M,-0.66%
2007년 12월 24일,1919.47,1899.2,1921.39,1894.79,317.06M,2.19%
2007년 12월 21일,1878.32,1855.06,1878.32,1832.34,362.58M,1.84%
2007년 12월 20일,1844.37,1878.59,1882.61,1843.73,401.82M,-0.92%
2007년 12월 18일,1861.47,1821.3,1869.71,1808.86,277.04M,1.18%
2007년 12월 17일,1839.82,1873.15,1886.39,1839.58,282.47M,-2.91%
2007년 12월 14일,1895.05,1914.47,1921.53,1877.27,301.46M,-1.09%
2007년 12월 13일,1915.9,1921.65,1937.5,1897.25,328.59M,-0.60%
2007년 12월 12일,1927.45,1887.5,1928.77,1887.23,314.55M,0.12%
2007년 12월 11일,1925.07,1922.66,1929.71,1904.21,264.53M,0.98%
2007년 12월 10일,1906.42,1930.36,1935.86,1900.95,284.76M,-1.44%
2007년 12월 07일,1934.32,1969.49,1969.56,1934.32,361.15M,-0.97%
2007년 12월 06일,1953.17,1965.89,1972.37,1946.13,339.17M,0.77%
2007년 12월 05일,1938.2,1911.92,1945.03,1905.65,310.28M,1.06%
2007년 12월 04일,1917.83,1904.33,1921.83,1901.51,288.56M,0.81%
2007년 12월 03일,1902.43,1907.95,1912.71,1888.08,291.55M,-0.19%
2007년 11월 30일,1906,1886.58,1918.12,1884.92,339.31M,1.51%
2007년 11월 29일,1877.56,1885.32,1891.45,1871.59,347.70M,2.34%
2007년 11월 28일,1834.69,1881.86,1883.99,1833.8,324.84M,-1.35%
2007년 11월 27일,1859.79,1813.09,1865.69,1787.95,338.31M,0.24%
2007년 11월 26일,1855.33,1803.76,1855.33,1795,290.92M,4.65%
2007년 11월 23일,1772.88,1806.02,1820.61,1745.26,326.67M,-1.45%
2007년 11월 22일,1799.02,1790.25,1815.33,1771.39,306.22M,-0.44%
2007년 11월 21일,1806.99,1865.91,1875.98,1803.77,307.45M,-3.49%
2007년 11월 20일,1872.24,1853.41,1875.46,1819.18,331.76M,-1.12%
2007년 11월 19일,1893.47,1936.38,1936.5,1892.87,292.32M,-1.70%
2007년 11월 16일,1926.2,1916.88,1928.93,1890.25,304.26M,-1.11%
2007년 11월 15일,1947.74,1970.13,1985.38,1932.03,367.68M,-1.26%
2007년 11월 14일,1972.58,1982.93,1984.84,1956.9,362.09M,2.05%
2007년 11월 13일,1932.89,1928.78,1935.93,1887.76,394.90M,0.49%
2007년 11월 12일,1923.42,1957.78,1957.78,1901.87,312.69M,-3.37%
2007년 11월 09일,1990.47,2001.11,2017.37,1968.86,366.61M,0.55%
2007년 11월 08일,1979.56,2009.64,2022.61,1971.95,330.64M,-3.11%
2007년 11월 07일,2043.19,2074.18,2085.03,2043.19,339.57M,-0.54%
2007년 11월 06일,2054.24,2023.41,2055.53,2020.24,312.25M,1.91%
2007년 11월 05일,2015.76,2025.04,2027.21,1992.24,300.21M,-0.18%
2007년 11월 02일,2019.34,2014.65,2049.62,2014.65,388.39M,-2.12%
2007년 11월 01일,2063.14,2085.33,2085.45,2048.68,401.96M,-0.08%
2007년 10월 31일,2064.85,2052.6,2065.53,2043.93,365.44M,0.61%
2007년 10월 30일,2052.37,2058.78,2066,2037.75,402.15M,-0.51%
2007년 10월 29일,2062.92,2051.62,2070.86,2044.09,481.23M,1.72%
2007년 10월 26일,2028.06,1987.2,2028.07,1968.82,438.86M,2.60%
2007년 10월 25일,1976.75,1967.08,1982.19,1941.05,453.61M,2.24%
2007년 10월 24일,1933.36,1966.55,2003.2,1923.07,481.13M,-0.75%
2007년 10월 23일,1947.98,1936.92,1952.32,1909.61,371.17M,2.32%
2007년 10월 22일,1903.81,1901.15,1910.19,1875.23,354.48M,-3.36%
2007년 10월 19일,1970.1,2003.27,2003.27,1970.1,390.28M,-1.75%
2007년 10월 18일,2005.09,1989.6,2012.32,1977.5,426.88M,1.07%
2007년 10월 17일,1983.94,2000.39,2009.67,1933.82,507.31M,-1.09%
2007년 10월 16일,2005.76,2014.36,2042.84,2001.3,548.71M,-1.46%
2007년 10월 15일,2035.39,2043.93,2047.02,2012.04,383.87M,0.44%
2007년 10월 12일,2026.44,2047.67,2057.39,2020.8,456.90M,-1.57%
2007년 10월 11일,2058.85,2040.35,2058.87,2033.45,519.17M,0.87%
2007년 10월 10일,2041.12,2033.69,2044.78,2026.9,368.71M,1.34%
2007년 10월 09일,2014.13,2014.94,2022.87,1995.05,471.52M,0.07%
2007년 10월 08일,2012.82,2020.34,2022.01,2002.43,504.20M,0.84%
2007년 10월 05일,1996.03,2007.84,2009.68,1990.82,380.39M,-0.38%
2007년 10월 04일,2003.6,1998.56,2013.21,1992.01,462.56M,-0.52%
2007년 10월 02일,2014.09,1991,2014.96,1981.64,473.92M,2.62%
2007년 10월 01일,1962.67,1948.78,1970.11,1946.13,436.10M,0.83%
2007년 09월 28일,1946.48,1950.99,1951.18,1936.86,541.69M,0.06%
2007년 09월 27일,1945.28,1944.87,1952.39,1935.02,394.52M,1.36%
2007년 09월 21일,1919.26,1909.37,1921.23,1902.11,440.06M,0.54%
2007년 09월 20일,1908.97,1902.23,1915.19,1894.76,441.85M,0.33%
2007년 09월 19일,1902.65,1892.78,1905.75,1886.95,480.11M,3.48%
2007년 09월 18일,1838.61,1867.61,1870.83,1837.22,403.84M,-1.77%
2007년 09월 17일,1871.68,1873.65,1876.04,1853.45,315.81M,0.09%
2007년 09월 14일,1870.02,1856.17,1875.95,1849.37,373.10M,1.19%
2007년 09월 13일,1848.02,1817.87,1848.99,1805.88,338.42M,1.90%
2007년 09월 12일,1813.52,1853.94,1855.31,1813.33,433.94M,-1.83%
2007년 09월 11일,1847.36,1844.68,1851.35,1827.9,420.50M,0.63%
2007년 09월 10일,1835.87,1845.59,1846.82,1811.34,360.19M,-2.60%
2007년 09월 07일,1884.9,1886.6,1899.04,1869.56,392.54M,-0.21%
2007년 09월 06일,1888.81,1862,1889.06,1844.64,447.29M,1.24%
2007년 09월 05일,1865.59,1883.83,1898.67,1859.52,382.86M,-0.49%
2007년 09월 04일,1874.74,1881.17,1899.66,1871.87,425.71M,-0.38%
2007년 09월 03일,1881.81,1876.92,1881.92,1863.21,385.65M,0.46%
2007년 08월 31일,1873.24,1844.28,1873.35,1844.09,360.37M,1.71%
2007년 08월 30일,1841.7,1859.45,1866.32,1836.09,423.27M,0.85%
2007년 08월 29일,1826.19,1773.59,1831.23,1773.05,385.91M,-0.17%
2007년 08월 28일,1829.31,1806.58,1829.43,1792.07,414.13M,1.46%
2007년 08월 27일,1803.03,1825.97,1834.65,1802.58,366.03M,0.65%
2007년 08월 24일,1791.33,1793.17,1802.71,1775.07,376.03M,-0.47%
2007년 08월 23일,1799.72,1801.48,1816.19,1795.07,394.70M,2.29%
2007년 08월 22일,1759.5,1741.93,1764.61,1737.06,402.64M,1.34%
2007년 08월 21일,1736.18,1740.85,1764.25,1721.18,458.90M,0.28%
2007년 08월 20일,1731.27,1700.48,1732.39,1693.42,366.72M,5.69%
2007년 08월 17일,1638.07,1702.66,1705.17,1626.87,493.20M,-3.19%
2007년 08월 16일,1691.98,1754.19,1755.32,1681.71,508.22M,-6.93%
2007년 08월 14일,1817.89,1841.15,1857.13,1801.07,405.73M,-1.70%
2007년 08월 13일,1849.26,1840.89,1849.31,1820.96,330.05M,1.14%
2007년 08월 10일,1828.49,1853.22,1854.62,1814.3,388.05M,-4.20%
2007년 08월 09일,1908.68,1923.99,1928.64,1899.32,413.87M,0.28%
2007년 08월 08일,1903.41,1879.61,1905.22,1873.99,381.96M,2.34%
2007년 08월 07일,1859.82,1888.58,1888.76,1849.68,315.65M,0.26%
2007년 08월 06일,1855.05,1832.54,1855.36,1829.22,325.17M,-1.16%
2007년 08월 03일,1876.8,1875.07,1890.63,1865.75,350.26M,1.28%
2007년 08월 02일,1853.07,1874.98,1890.81,1810.62,371.82M,-0.18%
2007년 08월 01일,1856.45,1920.07,1920.07,1836.28,389.62M,-3.97%
2007년 07월 31일,1933.27,1915.45,1933.27,1899.56,373.77M,1.39%
2007년 07월 30일,1906.71,1874.08,1906.71,1859.12,386.21M,1.25%
2007년 07월 27일,1883.22,1924.01,1924.11,1863.39,517.22M,-4.09%
2007년 07월 26일,1963.54,2012.04,2015.48,1963.46,617.01M,-2.03%
2007년 07월 25일,2004.22,1992.16,2011.17,1962.16,588.35M,0.60%
2007년 07월 24일,1992.26,2001.52,2005.02,1975.75,589.38M,-0.04%
2007년 07월 23일,1993.05,1978.05,1993.97,1968.55,538.58M,0.48%
2007년 07월 20일,1983.54,1949.5,1983.54,1939.69,638.75M,2.36%
2007년 07월 19일,1937.9,1935.1,1950.86,1922.14,586.29M,0.37%
2007년 07월 18일,1930.7,1953.25,1956.82,1930.51,635.00M,-0.96%
2007년 07월 16일,1949.51,1965.66,1972.33,1932.86,519.50M,-0.68%
2007년 07월 13일,1962.93,1946.08,1962.94,1941.55,507.57M,2.78%
2007년 07월 12일,1909.75,1897.59,1922.25,1897.59,445.54M,1.05%
2007년 07월 11일,1889.96,1880.71,1904.35,1875.43,473.88M,-0.24%
2007년 07월 10일,1894.53,1887.35,1895.98,1881.36,406.27M,0.58%
2007년 07월 09일,1883.59,1870.35,1890.83,1865.79,430.59M,1.21%
